Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
6690,Anata dake Konbanwa,"Shougo has just arrived  town after he was ordered to do so since his grandfather has just died, her parents are busy with work so they told him to go first. Shougo will be the one to inherit all family assets.  Shougo arrives at the residence that will be his new home and he receives a great welcome by the beautiful maid Youko-san. A strange event happens at night, he dreams with someone but cannot really tell who it is, all he knows is that her face looks familiar... Next day he goes to his new school, her fiancé Ayano introduces to him telling him that it was something their parents decided on their own and that she has not accepted him yet, Shougo is in shock since he didn't know about this and many people are now jealous and angry at him since Ayano is the school's idol. Not everything is bad as he has a very warm welcome by a voluptuous beautiful teacher.  
 
Later a ghost appears before him, is the girl he saw in his dream last night, what does this means? All Shougo knows is that he has seen that girl before but where? ","Harem, Hentai"
456,Gokujou Seitokai,"Randou Rino is a young girl with a head full of air and a talking puppet on her hand. She is accepted into the illustrious Gokujou all-girl's school, and is summarily, almost curiously, accepted as part of the even more illustrious Gokujou Student Council, who has more power and business ventures than most large businesses. Now a part of the student council, she befriends the talented members of the Gokujou Student Council, leaving one to wonder how a girl with seemingly no talents or redeeming qualities would get chosen for such a group.  
 
(Source: ANN)","Comedy, School, Slice of Life"
38919,Shan He She Ji Tu,"If you could change the world, what would you do? And if you had the chance to change your life, would you? 
 
There are two worlds that exist: reality; and a world that you think is reality. Da Wei is a young man who doesn’t care about anyone or anything aside from himself. However, when he finds out that his entire world is nothing more than an illusion and what’s more, it’s on the brink of collapse, will he make the decision to involve himself for the first time in something for the sake of others? 
 
(Source: Baka-Updates Manga)","Adventure, Comedy, Supernatural, Fantasy, School"
36308,Blade Runner: Black Out 2022,"In 2022, an EMP detonation causes a global blackout that has massive, destructive implications all over the world. Directed by  Cowboy Bebop  and  Samurai Champloo 's Shinichiro Watanabe,  Blade Runner: Black Out 2022  is an animated short which serves as a prologue for the feature film  Blade Runner 2049 . 
 
(Source: Crunchyroll, edited)","Sci-Fi, Thriller"
2848,Kappa no Coo to Natsuyasumi,"Kouichi Uehara is a fourth grade student living in the suburb of Tokyo. One day, he picks up a large stone which turns out to be a fossil of a baby ""Kappa"" who has been sleeping underground for the past 300 years, and names it ""Coo."" They become good friends and Coo starts living with Kouichi's family. However, Coo has a hard time adjusting to life among humans and misses his kind.","Adventure, Demons, Shounen"
4138,Chiisana Penguin Lolo no Bouken,"Lolo is a penguin who loves to explore. With his friend Pepe, he has wonderful adventures. They discover together the wonders of their world from a puppy called Don and his owner a scientist who is studying the Antarctic environment. They also discover that not everything in their world is friendly when they get stranded far from home. Yet with luck and the brave Lolo in the lead, anything can happen. 
 
(Source: ANN) ","Adventure, Drama, Fantasy, Kids, Slice of Life"
5691,Rekka no Honoo: Final Burning,"This episode explains why the title of the series is ""Flame of Recca"". The things that happened in this short OAV was in the last volume, volume 33, of the tankoubon of Flame of Recca.","Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power"
26241,Inochi Kagayaku Akari,"An educational film about women's problems, community discrimination (buraku social issues), and the entrapment of disabilities. ","Drama, Kids"
1503,Mahou Shoujo Pretty Sammy Specials,Special episodes.,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen"
4705,Tengen Toppa Gurren Lagann: Parallel Works,"An anthology of animated shorts featuring characters from Gurren Lagann in alternative worlds. Every clip is animated by a particular animator of GAINAX. 
 
Creators are Akira Amemiya, Shin Itagaki, Hirokazu Kojima, SUEZEN, Ryouji Masuyama, Hiroyuki Yamaga, Yoh Yoshinari, and Keisuke Watanabe",Music
36498,Arslan Senki (TV): Fuujin Ranbu - 4-koma Gekijou,Bundled with the Blu-ray/DVD volumes of  Arslan Senki (TV): Fuujin Ranbu .,Comedy
15577,Hello Kitty no Fushigi no Kuni no Alice,Adaption of Lewis Caroll's Alice in Wonderland with the famous cat as the heroine. ,"Fantasy, Kids"
34612,Saiki Kusuo no Ψ-nan 2,"The disastrous life of the gifted psychic Kusuo Saiki continues, despite his utmost effort to live an ordinary life. Although he has certainly grown accustomed to dealing with his troublesome friends—who are his biggest hurdle to achieving a peaceful life—he still has a long way to go. Also joining the usual oddballs are a few new faces whose shenanigans add to Saiki's misery, making his dreams of a hassle-free life a distant fantasy. 
 
[Written by MAL Rewrite]","Slice of Life, Comedy, Supernatural, School, Shounen"
25963,Backkom Meogeujan Yeohaeng,A cowardly boy ends up having a magic necklace delivered to him which transports him to the world of Backkom. There the rag-tag team get out of jams and the boy learns a bit of courage by the time he arrives home.,"Magic, Adventure, Comedy, Kids"
4214,Rosario to Vampire Capu2,"It has been one year since Tsukune Aono enrolled at Youkai Academy, and since then his life has taken an interesting turn. In addition to being the only human at a school for monsters, he has attracted a bevy of beautiful women who want him all for themselves: the sexy succubus Kurumu Kurono; Yukari Sendou, a witch; stalker and yuki-onna Mizore Shirayuki; and Moka Akashiya, a kind vampire who, when her rosary is removed, reveals a darker personality. 
 
But soon, trouble visits Youkai Academy in the form of Moka's younger sister, Kokoa Shuzen. She is furious that her ""true older sister"" is sealed within Moka's rosary, and vows to bring out Moka's darker self. However, Kokoa's thoughtless actions may affect more than just her sister... 
 
[Written by MAL Rewrite]","Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire"
18759,Captain Movie,The movie focuses on a game between Sumiya 2 and Aoba Gakuin. ,"Sports, Shounen"
3627,D.C.II S.S.: Da Capo II Second Season,"The story continues where it left off at season 1, but now we start to get to know the people we already know a little more in detail. 
 
(Source: ANN)","Fantasy, Comedy, Harem, Romance, Drama"
3882,Seijuuki Cyguard,"A freak accident unleashes a demonic spirit within researcher John Stalker - transforming him into Saldo, a mythical cyber-beast fueled by hate and evil. 
 
(Source: ANN)","Mecha, Sci-Fi, Supernatural"
5213,Houkago 2: Saiyuri,"Ryuichi's first sex doesn't go well and he can't get an erection since then. He starts to work at a girl's high school as a janitor but his work attitudes are terrible, so his dismissal is decided. When he is depressed to hear that, he meets Midori. And he gets an erection while talking to her. He can't stand it and rapes her. He has only one month to go so he decides to spend his time at school raping as many girls as possible... 
 
(Source: ErogeShop)",Hentai
40658,** Kouhai,"Elven Princess Iris, who has been transferred to a human school as a goodwill ambassador for interaction between humans and demi-humans. 
  
She is an ideal honor student at school, but requires ""aid"" for the breeding of elves...","Harem, Hentai, Demons, Magic, Fantasy"
25649,Junjou Romantica 3,"After living together for three years, Misaki Takahashi and Akihiko ""Usagi"" Usami's relationship has been progressing smoothly. However, all great relationships have problems, and theirs is just beginning. With a new rival on the horizon, Usagi worries about Misaki's feelings towards him.  
 
Meanwhile, Ryuuichirou Isaka has always loved to intrude on Misaki and Usagi's love life, but his own love life hasn't been all smooth sailing—Isaka and his secretary Kaoru Asahina have been dating for a few years; however, Asahina prefers to keep their professional and private lives separate, often leading to troubled waters between them. 
 
As for Nowaki Kusama and Hiroki Kamijou, now that their careers are finally taking off, they hardly see each other anymore. With the time they spend together lessening, doubts and insecurities threaten to creep in between them. On the other hand, the 17-year age gap between Shinobu Takatsuki and You Miyagi has been a constant barrier in their relationship, but as they learn more about each other, their self-consciousness continues to fade. 
 
The beloved couples of Junjou Romantica, Junjou Egoist, and Junjou Terrorist are back again, this time with a new addition: Junjou Mistake! 
 
[Written by MAL Rewrite]","Comedy, Drama, Romance, Shounen Ai"
